GeneID	Symbol	Description	log10baseMean	log2FC
653784	MZT2A	mitotic spindle organizing protein 2A	3.197	0.565
90557	CCDC74A	coiled-coil domain containing 74A	2.01	-0.505
29798	C2orf27A	chromosome 2 open reading frame 27A	1.987	-1.044
2863	GPR39	G protein-coupled receptor 39	2.276	1.035
116372	LYPD1	LY6/PLAUR domain containing 1	2.015	0.542
23518	R3HDM1	R3H domain containing 1	2.829	-0.309
107985946	LOC107985946	uncharacterized LOC107985946	2.057	-0.704
23190	UBXN4	UBX domain protein 4	3.494	-0.467
1615	DARS1	aspartyl-tRNA synthetase 1	3.074	-0.494
101928243	DARS1-AS1	DARS1 antisense RNA 1	1.679	-0.347
3176	HNMT	histamine N-methyltransferase	3.057	0.583
8942	KYNU	kynureninase	2.31	-2.151
55843	ARHGAP15	Rho GTPase activating protein 15	2.719	-0.671
101928361	LOC101928361	uncharacterized LOC101928361	1.502	-1.24
79712	GTDC1	glycosyltransferase like domain containing 1	2.634	-0.337
9839	ZEB2	zinc finger E-box binding homeobox 2	3.179	-0.767
92	ACVR2A	activin A receptor type 2A	2.571	0.347
5000	ORC4	origin recognition complex subunit 4	2.814	0.216
55777	MBD5	methyl-CpG binding domain protein 5	2.418	-0.335
26122	EPC2	enhancer of polycomb homolog 2	2.832	-0.489
375287	RBM43	RNA binding motif protein 43	2.185	-0.425
9111	NMI	N-myc and STAT interactor	2.818	-0.385
7130	TNFAIP6	TNF alpha induced protein 6	2.232	-2.968
55183	RIF1	replication timing regulatory factor 1	3.085	-0.341
4703	NEB	nebulin	1.864	-1.287
101929356	LOC101929356		1.828	-0.69
26225	ARL5A	ADP ribosylation factor like GTPase 5A	2.942	-0.521
114793	FMNL2	formin like 2	2.944	-0.441
105373690	LOC105373690		1.232	-0.407
55660	PRPF40A	pre-mRNA processing factor 40 homolog A	3.377	-0.2
440918	FLJ46875	uncharacterized LOC440918	2.482	0.503
57471	ERMN	ermin	2.03	-1.027
105373711	LOC105373711		1.687	-1.238
9595	CYTIP	cytohesin 1 interacting protein	3.136	-0.828
130399	ACVR1C	activin A receptor type 1C	2.404	1.022
90	ACVR1	activin A receptor type 1	2.665	-0.759
8502	PKP4	plakophilin 4	3.183	-0.42
107985780	LOC107985780		1.972	-1.084
100129029	PKP4-AS1	PKP4 antisense RNA 1	1.714	-0.692
85461	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	3.103	-0.479
151525	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	2.383	0.28
64844	MARCHF7	membrane associated ring-CH-type finger 7	3.204	-0.372
22925	PLA2R1	phospholipase A2 receptor 1	2.673	0.606
5937	RBMS1	RNA binding motif single stranded interacting protein 1	3.098	-1.154
10010	TANK	TRAF family member associated NFKB activator	2.989	-0.641
10213	PSMD14	proteasome 26S subunit, non-ATPase 14	3.038	-0.293
285116	AHCTF1P1	AT-hook containing transcription factor 1 pseudogene 1	2.336	-0.707
57282	SLC4A10	solute carrier family 4 member 10	1.881	1.111
101929532	LOC101929532	uncharacterized LOC101929532	1.5	-3.214
2191	FAP	fibroblast activation protein alpha	2.325	-3.49
64135	IFIH1	interferon induced with helicase C domain 1	2.741	-0.509
25801	GCA	grancalcin	2.815	-0.729
22837	COBLL1	cordon-bleu WH2 repeat protein like 1	2.838	-0.543
6328	SCN3A	sodium voltage-gated channel alpha subunit 3	1.9	-0.591
105373730	LOC105373730		1.142	-0.659
101929680	SCN1A-AS1	SCN1A and SCN9A antisense RNA 1	1.231	0.745
6335	SCN9A	sodium voltage-gated channel alpha subunit 9	2.551	0.971
27347	STK39	serine/threonine kinase 39	3.07	0.569
105373733	LOC105373733	replaced by ID 105373734	1.578	1.626
105373734	LOC105373734	uncharacterized LOC105373734	0.966	1.212
102724081	LOC102724081	uncharacterized LOC102724081	1.15	0.77
253782	CERS6	ceramide synthase 6	3.224	0.387
100861402	CERS6-AS1	CERS6 antisense RNA 1	2.892	0.595
8647	ABCB11	ATP binding cassette subfamily B member 11	1.821	2.68
10170	DHRS9	dehydrogenase/reductase 9	2.992	0.854
10324	KLHL41	kelch like family member 41	1.288	-1.28
79675	FASTKD1	FAST kinase domains 1	3.053	0.577
493911	PHOSPHO2	phosphatase, orphan 2	1.932	0.516
6741	SSB	small RNA binding exonuclease protection factor La	3.251	-0.231
130507	UBR3	ubiquitin protein ligase E3 component n-recognin 3	2.982	-0.38
140469	MYO3B	myosin IIIB	1.046	-1.805
389058	SP5	Sp5 transcription factor	1.556	-0.696
285141	ERICH2	glutamate rich 2	1.293	-0.378
1781	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2	3.251	-0.217
8520	HAT1	histone acetyltransferase 1	2.968	-0.252
254042	METAP1D	methionyl aminopeptidase type 1D, mitochondrial	2.506	0.366
5163	PDK1	pyruvate dehydrogenase kinase 1	3.121	-1.126
11069	RAPGEF4	Rap guanine nucleotide exchange factor 4	2.349	-1.617
51776	MAP3K20	mitogen-activated protein kinase kinase kinase 20	3.024	-0.783
339751	MAP3K20-AS1	MAP3K20 antisense RNA 1	1.75	-0.996
83879	CDCA7	cell division cycle associated 7	3.082	0.632
107985961	LOC107985961		0.872	0.732
6670	SP3	Sp3 transcription factor	3.271	-0.451
151556	GPR155	G protein-coupled receptor 155	2.647	-0.571
7456	WIPF1	WAS/WASL interacting protein family member 1	3.265	-0.733
1134	CHRNA1	cholinergic receptor nicotinic alpha 1 subunit	1.493	2.038
1123	CHN1	chimerin 1	2.579	-2.366
1386	ATF2	activating transcription factor 2	2.96	-0.528
518	ATP5MC3	ATP synthase membrane subunit c locus 3	3.889	0.93
100129455	LOC100129455	uncharacterized LOC100129455	1.473	-1.458
3234	HOXD8	homeobox D8	2.394	-0.768
401021	LOC401021	uncharacterized LOC401021	1.678	-0.487
3232	HOXD3	homeobox D3	1.741	-0.487
401022	HAGLR	HOXD antisense growth-associated long non-coding RNA	2.834	0.858
10651	MTX2	metaxin 2	2.94	0.306
375295	LINC01116	long intergenic non-protein coding RNA 1116	1.939	-0.796
102724224	LINC01117	long intergenic non-protein coding RNA 1117	0.977	-1.037
101927027	CHROMR	cholesterol induced regulator of metabolism RNA	2.182	-0.806
51661	FKBP7	FKBP prolyl isomerase 7	2.326	-0.886
65977	PLEKHA3	pleckstrin homology domain containing A3	2.689	-0.247
100506866	TTN-AS1	TTN antisense RNA 1	1.976	-0.536
7273	TTN	titin	2.803	-0.614
91404	SESTD1	SEC14 and spectrin domain containing 1	2.762	-0.714
151126	ZNF385B	zinc finger protein 385B	1.296	1.14
3676	ITGA4	integrin subunit alpha 4	2.965	-0.615
5136	PDE1A	phosphodiesterase 1A	2.334	-0.712
54431	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10	3.41	-0.711
10787	NCKAP1	NCK associated protein 1	3.433	-0.355
107985781	FSIP2-AS1	FSIP2 antisense RNA 1	1.121	0.751
107985783	LOC107985783		1.64	0.636
101927217	LINC01473	long intergenic non-protein coding RNA 1473	1.258	0.584
55854	ZC3H15	zinc finger CCCH-type containing 15	3.2	-0.248
3685	ITGAV	integrin subunit alpha V	3.326	-1.249
165215	FAM171B	family with sequence similarity 171 member B	2.194	-1.339
10203	CALCRL	calcitonin receptor like receptor	2.974	-1.889
7035	TFPI	tissue factor pathway inhibitor	3.062	-1.384
105373791	LOC105373791	uncharacterized LOC105373791	2.537	-2.842
1281	COL3A1	collagen type III alpha 1 chain	4.589	-2.648
100500837	MIR3606	microRNA 3606	2.467	-2.762
1290	COL5A2	collagen type V alpha 2 chain	3.598	-2.409
84128	WDR75	WD repeat domain 75	2.979	-0.221
54529	ASNSD1	asparagine synthetase domain containing 1	2.863	-0.268
110599588	ASDURF	ASNSD1 upstream open reading frame	1.94	-0.544
84281	C2orf88	chromosome 2 open reading frame 88	2.95	0.802
26275	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	3.05	0.803
54842	MFSD6	major facilitator superfamily domain containing 6	3.159	0.291
105376748	NEMP2-DT	NEMP2 divergent transcript	1.66	0.365
4664	NAB1	NGFI-A binding protein 1	3.068	-0.506
2744	GLS	glutaminase	3.385	-0.484
6772	STAT1	signal transducer and activator of transcription 1	3.542	-1.446
105373805	STAT4-AS1	STAT4 antisense RNA 1	1.5	-0.545
6775	STAT4	signal transducer and activator of transcription 4	2.456	-0.715
4430	MYO1B	myosin IB	3.329	-0.872
64859	NABP1	nucleic acid binding protein 1	2.8	-1.097
105747689	NABP1-OT1	replaced by ID 64859	1.609	-1.458
23671	TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2	1.518	0.895
57181	SLC39A10	solute carrier family 39 member 10	2.55	-0.539
101927454	LOC101927454	uncharacterized LOC101927454	1.299	-0.965
57520	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	2.391	-2.168
91526	ANKRD44	ankyrin repeat domain 44	2.84	-0.708
101927547	ANKRD44-IT1	ANKRD44 intronic transcript 1	1.253	-0.804
23451	SF3B1	splicing factor 3b subunit 1	3.916	-0.341
80219	COQ10B	coenzyme Q10B	2.845	-0.248
130132	RFTN2	raftlin family member 2	2.089	-0.884
5334	PLCL1	phospholipase C like 1 (inactive)	2.069	-1.113
105373831	LOC105373831	uncharacterized LOC105373831	1.876	2.023
23314	SATB2	SATB homeobox 2	3.342	1.347
150538	SATB2-AS1	SATB2 antisense RNA 1	2.91	2.117
348751	FTCDNL1	formiminotransferase cyclodeaminase N-terminal like	1.807	0.516
205327	C2orf69	chromosome 2 open reading frame 69	2.584	-0.322
79568	MAIP1	matrix AAA peptidase interacting protein 1	2.61	0.401
316	AOX1	aldehyde oxidase 1	2.443	-1.299
101927795	BZW1-AS1	BZW1 antisense RNA 1	1.758	-0.805
9689	BZW1	basic leucine zipper and W2 domains 1	3.59	-0.498
1195	CLK1	CDC like kinase 1	3.71	-0.438
4709	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	3.113	0.485
8837	CFLAR	CASP8 and FADD like apoptosis regulator	3.819	-0.546
65072	CFLAR-AS1	CFLAR antisense RNA 1	2.267	-0.69
843	CASP10	caspase 10	3.163	-0.713
841	CASP8	caspase 8	3.015	-0.291
130540	FLACC1	flagellum associated containing coiled-coil domains 1	1.455	-0.496
66008	TRAK2	trafficking kinesin protein 2	3.221	0.236
55437	STRADB	STE20 related adaptor beta	2.758	0.743
65062	TMEM237	transmembrane protein 237	2.321	-0.587
57679	ALS2	alsin Rho guanine nucleotide exchange factor ALS2	2.698	-0.379
692058	SNORD11	small nucleolar RNA, C/D box 11	1.085	-0.887
659	BMPR2	bone morphogenetic protein receptor type 2	3.267	-0.898
150864	FAM117B	family with sequence similarity 117 member B	2.753	0.53
57404	CYP20A1	cytochrome P450 family 20 subfamily A member 1	2.978	0.139
10152	ABI2	abl interactor 2	3.105	-0.399
65059	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	2.794	-0.43
940	CD28	CD28 molecule	2.476	-1.063
1493	CTLA4	cytotoxic T-lymphocyte associated protein 4	2.508	-1.494
29851	ICOS	inducible T cell costimulator	2.336	-1.203
117583	PARD3B	par-3 family cell polarity regulator beta	2.632	0.437
8828	NRP2	neuropilin 2	2.811	-1.044
54891	INO80D	INO80 complex subunit D	3.018	-0.372
4719	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	3.508	0.582
100329109	GCSHP3	GCSH pseudogene 3	1.937	0.87
1933	EEF1B2	eukaryotic translation elongation factor 1 beta 2	4.001	0.396
26798	SNORD51	small nucleolar RNA, C/D box 51	1.342	-0.419
57683	ZDBF2	zinc finger DBF-type containing 2	2.372	-1.268
8745	ADAM23	ADAM metallopeptidase domain 23	2.209	-0.603
22868	FASTKD2	FAST kinase domains 2	2.943	0.2
130749	CPO	carboxypeptidase O	2.174	0.53
8609	KLF7	KLF transcription factor 7	2.926	-1.165
7855	FZD5	frizzled class receptor 5	3.354	1.009
100507475	IDH1-AS1	IDH1 antisense RNA 1	1.124	0.672
200576	PIKFYVE	phosphoinositide kinase, FYVE-type zinc finger containing	3.048	-0.727
151050	KANSL1L	KAT8 regulatory NSL complex subunit 1 like	2.517	-0.317
79582	SPAG16	sperm associated antigen 16	2.586	0.482
471	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	3.197	0.513
2335	FN1	fibronectin 1	3.943	-1.303
112268430	LOC112268430		2.078	-1.391
55825	PECR	peroxisomal trans-2-enoyl-CoA reductase	2.553	0.714
92691	TMEM169	transmembrane protein 169	1.263	-0.419
6168	RPL37A	ribosomal protein L37a	4.267	0.568
101928156	LOC101928156	uncharacterized LOC101928156	1.656	0.53
3485	IGFBP2	insulin like growth factor binding protein 2	3.578	0.779
3488	IGFBP5	insulin like growth factor binding protein 5	3.898	-1.507
729582	DIRC3	disrupted in renal carcinoma 3	1.239	-0.623
7145	TNS1	tensin 1	3.559	-0.646
285180	RUFY4	RUN and FYVE domain containing 4	1.581	-0.89
3579	CXCR2	C-X-C motif chemokine receptor 2	1.831	-3.065
3577	CXCR1	C-X-C motif chemokine receptor 1	1.773	-3.804
10109	ARPC2	actin related protein 2/3 complex subunit 2	3.833	-0.22
14	AAMP	angio associated migratory cell protein	3.47	0.472
25953	PNKD	PNKD metallo-beta-lactamase domain containing	3.252	0.732
64114	TMBIM1	transmembrane BAX inhibitor motif containing 1	3.625	0.414
375307	CATIP	ciliogenesis associated TTC17 interacting protein	1.15	-0.996
101928513	CATIP-AS1	CATIP antisense RNA 1	1.046	-0.705
6556	SLC11A1	solute carrier family 11 member 1	2.736	-3.556
58190	CTDSP1	CTD small phosphatase 1	3.482	0.334
7429	VIL1	villin 1	3.731	0.965
9125	CNOT9	CCR4-NOT transcription complex subunit 9	3.063	-0.137
617	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone	2.942	0.4
64320	RNF25	ring finger protein 25	2.631	0.336
9654	TTLL4	tubulin tyrosine ligase like 4	2.708	-0.18
1593	CYP27A1	cytochrome P450 family 27 subfamily A member 1	3.029	0.976
53632	PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3	0.996	0.761
7475	WNT6	Wnt family member 6	1.539	-0.628
80326	WNT10A	Wnt family member 10A	1.979	0.715
54738	FEV	FEV transcription factor, ETS family member	1.729	1.888
1412	CRYBA2	crystallin beta A2	1.577	0.968
255101	CFAP65	cilia and flagella associated protein 65	1.707	2.232
107985987	LOC107985987	uncharacterized LOC107985987	1.599	2.458
3549	IHH	Indian hedgehog signaling molecule	3.121	1.768
100422957	MIR3131	microRNA 3131	1.203	1.147
79840	NHEJ1	non-homologous end joining factor 1	2.75	0.865
151295	SLC23A3	solute carrier family 23 member 3	2.23	0.945
27013	CNPPD1	cyclin Pas1/PHO80 domain containing 1	3.351	0.729
79137	RETREG2	reticulophagy regulator family member 2	3.283	0.486
130617	ZFAND2B	zinc finger AN1-type containing 2B	3.036	0.947
10058	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	2.616	-0.419
55139	ANKZF1	ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1	3.194	0.319
8576	STK16	serine/threonine kinase 16	2.919	0.495
80086	TUBA4B	tubulin alpha 4b	1.708	-0.593
3300	DNAJB2	DnaJ heat shock protein family (Hsp40) member B2	3.321	0.293
5798	PTPRN	protein tyrosine phosphatase receptor type N	1.984	-0.94
23549	DNPEP	aspartyl aminopeptidase	3.35	0.417
105373884	DNPEP-AS1	DNPEP antisense RNA 1	0.877	0.989
100996693	SPEGNB	SPEG neighbor	1.34	0.713
79586	CHPF	chondroitin polymerizing factor	3.182	-0.546
130612	TMEM198	transmembrane protein 198	2.06	-0.765
114790	STK11IP	serine/threonine kinase 11 interacting protein	2.94	0.383
6508	SLC4A3	solute carrier family 4 member 3	1.743	-0.728
2043	EPHA4	EPH receptor A4	2.544	-0.465
440934	CT75	cancer/testis associated transcript 75	0.924	-1.098
130367	SGPP2	sphingosine-1-phosphate phosphatase 2	3.079	0.601
10056	FARSB	phenylalanyl-tRNA synthetase subunit beta	3.211	0.441
23704	KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4	2.596	-1.661
57590	WDFY1	WD repeat and FYVE domain containing 1	3.182	-0.469
79843	FAM124B	family with sequence similarity 124 member B	1.856	-1.059
55619	DOCK10	dedicator of cytokinesis 10	2.932	-0.507
3667	IRS1	insulin receptor substrate 1	2.706	-0.691
84236	RHBDD1	rhomboid domain containing 1	2.82	-0.4
1286	COL4A4	collagen type IV alpha 4 chain	2.413	-0.89
79853	TM4SF20	transmembrane 4 L six family member 20	1.928	-1.033
3267	AGFG1	ArfGAP with FG repeats 1	3.235	-0.446
80704	SLC19A3	solute carrier family 19 member 3	2.419	1.036
55022	PID1	phosphotyrosine interaction domain containing 1	2.885	0.624
9320	TRIP12	thyroid hormone receptor interactor 12	3.53	-0.351
3431	SP110	SP110 nuclear body protein	2.899	-0.635
93349	SP140L	SP140 nuclear body protein like	2.858	-0.341
105373925	LOC105373925	uncharacterized LOC105373925	1.802	-0.548
6672	SP100	SP100 nuclear antigen	3.33	-0.637
101928816	LOC101928816	uncharacterized LOC101928816	1.054	-0.893
81618	ITM2C	integral membrane protein 2C	4.41	1.209
257407	C2orf72	chromosome 2 open reading frame 72	2.928	1.035
112268432	LOC112268432	uncharacterized LOC112268432	2.545	1.336
3357	HTR2B	5-hydroxytryptamine receptor 2B	1.413	-0.526
93010	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	3.693	1.959
107985998	LOC107985998	uncharacterized LOC107985998	0.966	-0.849
10316	NMUR1	neuromedin U receptor 1	1.981	0.924
5147	PDE6D	phosphodiesterase 6D	2.565	-0.211
64708	COPS7B	COP9 signalosome subunit 7B	2.919	0.179
129563	DIS3L2	DIS3 like 3'-5' exoribonuclease 2	2.848	0.148
251	ALPG	alkaline phosphatase, germ cell	1.336	1.327
248	ALPI	alkaline phosphatase, intestinal	2.354	2.1
1146	CHRNG	cholinergic receptor nicotinic gamma subunit	1.228	0.626
9470	EIF4E2	eukaryotic translation initiation factor 4E family member 2	3.283	0.523
389084	SNORC	secondary ossification center associated regulator of chondrocyte maturation	2.903	1.438
25791	NGEF	neuronal guanine nucleotide exchange factor	2.912	1.312
101928881	LOC101928881	uncharacterized LOC101928881	1.853	1.34
54576	UGT1A8	UDP glucuronosyltransferase family 1 member A8	2.499	2.215
54575	UGT1A10	UDP glucuronosyltransferase family 1 member A10	2.71	1.995
54600	UGT1A9	UDP glucuronosyltransferase family 1 member A9	2.329	2.147
54577	UGT1A7	UDP glucuronosyltransferase family 1 member A7	2.307	2.147
54578	UGT1A6	UDP glucuronosyltransferase family 1 member A6	2.329	1.815
54579	UGT1A5	UDP glucuronosyltransferase family 1 member A5	2.303	2.144
54657	UGT1A4	UDP glucuronosyltransferase family 1 member A4	2.304	2.144
54659	UGT1A3	UDP glucuronosyltransferase family 1 member A3	2.303	2.137
54658	UGT1A1	UDP glucuronosyltransferase family 1 member A1	2.312	2.067
10123	ARL4C	ADP ribosylation factor like GTPase 4C	3.113	-0.636
116987	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	3.079	0.348
105373943	LOC105373943		1.596	0.906
79781	IQCA1	IQ motif containing with AAA domain 1	1.415	-2.066
57007	ACKR3	atypical chemokine receptor 3	2.947	-0.807
105373991	LOC105373991	replaced by ID 57007	1.516	-0.689
10920	COPS8	COP9 signalosome subunit 8	2.891	-0.56
1293	COL6A3	collagen type VI alpha 3 chain	4.063	-2.337
79083	MLPH	melanophilin	3.344	0.74
64284	RAB17	RAB17, member RAS oncogene family	2.892	1.34
105373958	RAB17-DT	RAB17 divergent transcript	1.224	0.652
9208	LRRFIP1	LRR binding FLII interacting protein 1	3.524	-0.531
375316	RBM44	RNA binding motif protein 44	1.643	-0.76
151176	ERFE	erythroferrone	1.779	-2.104
80895	ILKAP	ILK associated serine/threonine phosphatase	2.982	0.226
643387	TARDBPP3	TARDBP pseudogene 3	2.134	0.558
8864	PER2	period circadian regulator 2	3.187	0.723
112268433	LOC112268433	uncharacterized LOC112268433	1.164	0.718
107986003	LOC107986003	uncharacterized LOC107986003	2.161	0.265
100287387	LOC100287387	uncharacterized LOC100287387	1.377	-1.241
117581	TWIST2	twist family bHLH transcription factor 2	2.154	-1.615
4705	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	3.642	0.951
2817	GPC1	glypican 1	2.923	-0.512
100130449	GPC1-AS1	GPC1 antisense RNA 1	1.117	1.574
51281	ANKMY1	ankyrin repeat and MYND domain containing 1	2.692	0.521
57140	RNPEPL1	arginyl aminopeptidase like 1	3.382	0.476
2859	GPR35	G protein-coupled receptor 35	3.112	1.004
285191	LOC285191	uncharacterized LOC285191	1.38	1.439
189	AGXT	alanine--glyoxylate aminotransferase	1.534	1.506
79919	MAB21L4	mab-21 like 4	2.068	1.712
25992	SNED1	sushi, nidogen and EGF like domains 1	2.945	-0.823
5510	PPP1R7	protein phosphatase 1 regulatory subunit 7	3.156	0.379
50636	ANO7	anoctamin 7	3.238	1.127
105376810	LOC105376810	uncharacterized LOC105376810	1.944	1.521
3069	HDLBP	high density lipoprotein binding protein	4.075	-0.245
101927509	HDLBP-AS1	HDLBP antisense RNA 1	2.299	-0.692
4735	SEPTIN2	septin 2	3.885	-0.356
9855	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2	2.899	0.495
10494	STK25	serine/threonine kinase 25	3.428	0.253
51078	THAP4	THAP domain containing 4	3.105	0.599
23192	ATG4B	autophagy related 4B cysteine peptidase	3.366	0.512
84289	ING5	inhibitor of growth family member 5	3.173	0.436
728294	D2HGDH	D-2-hydroxyglutarate dehydrogenase	3.388	0.926
105373976	LOC105373976		1.98	1.169
64090	GAL3ST2	galactose-3-O-sulfotransferase 2	2.437	1.337
129807	NEU4	neuraminidase 4	2.921	1.797
107986004	LOC107986004	uncharacterized LOC107986004	1.781	1.53
105373980	LOC105373980	uncharacterized LOC105373980	1.237	1.222
10752	CHL1	cell adhesion molecule L1 like	2.768	-0.784
101927193	CHL1-AS1	CHL1 antisense RNA 1	0.998	-1.182
152330	CNTN4	contactin 4	2.407	0.478
3568	IL5RA	interleukin 5 receptor subunit alpha	1.807	-1.319
57633	LRRN1	leucine rich repeat neuronal 1	1.656	-0.815
285362	SUMF1	sulfatase modifying factor 1	2.967	0.549
