GeneID	Symbol	Description	log2(fold change)(Control vs Ulcerative Colitis)	-log10(Pvalue)(Control vs Ulcerative Colitis)
29974	A1CF	APOBEC1 complementation factor	0.876	1.956
5592	PRKG1	protein kinase cGMP-dependent 1	-0.386	1.895
23283	CSTF2T	cleavage stimulation factor subunit 2 tau variant	-0.172	1.36
22943	DKK1	dickkopf WNT signaling pathway inhibitor 1	-1.513	6.519
253430	IPMK	inositol polyphosphate multikinase	-0.372	1.381
55847	CISD1	CDGSH iron sulfur domain 1	0.344	1.848
7321	UBE2D1	ubiquitin conjugating enzyme E2 D1	-0.641	5.083
80114	BICC1	BicC family RNA binding protein 1	-1.451	9.502
84457	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein like	-0.973	2.304
220965	FAM13C	family with sequence similarity 13 member C	-1.295	3.79
220963	SLC16A9	solute carrier family 16 member 9	1.772	8.058
288	ANK3	ankyrin 3	0.488	2.262
9886	RHOBTB1	Rho related BTB domain containing 1	-0.387	1.995
84159	ARID5B	AT-rich interaction domain 5B	-0.987	4.315
221037	JMJD1C	jumonji domain containing 1C	-0.857	2.889
84989	JMJD1C-AS1	JMJD1C antisense RNA 1	-0.443	1.719
221035	REEP3	receptor accessory protein 3	-0.566	5.492
29119	CTNNA3	catenin alpha 3	-0.645	1.42
64081	PBLD	phenazine biosynthesis like protein domain containing	1.409	8.176
8034	SLC25A16	solute carrier family 25 member 16	0.242	1.855
80312	TET1	tet methylcytosine dioxygenase 1	-0.605	2.211
55749	CCAR1	cell division cycle and apoptosis regulator 1	-0.284	2.497
79009	DDX50	DExD-box helicase 50	-0.178	2.316
9188	DDX21	DExD-box helicase 21	-0.622	2.627
5552	SRGN	serglycin	-1.151	4.122
6832	SUPV3L1	Suv3 like RNA helicase	0.483	5.419
80201	HKDC1	hexokinase domain containing 1	-0.923	2.085
23555	TSPAN15	tetraspanin 15	0.52	2.384
105378345	LOC105378345	uncharacterized LOC105378345	0.672	2.35
55506	MACROH2A2	macroH2A.2 histone	0.477	3.657
84883	AIFM2	apoptosis inducing factor mitochondria associated 2	0.507	2.656
219743	TYSND1	trypsin like peroxisomal matrix peptidase 1	0.604	5.533
56681	SAR1A	secretion associated Ras related GTPase 1A	-0.247	3.148
5464	PPA1	inorganic pyrophosphatase 1	-0.39	3.598
1979	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2	0.355	5.557
27143	PALD1	phosphatase domain containing paladin 1	-0.558	2.156
5551	PRF1	perforin 1	-1.731	9.225
140766	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	-1.113	5.638
5092	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1	0.474	2.237
219699	UNC5B	unc-5 netrin receptor B	0.542	2.533
112268061	LOC112268061	uncharacterized LOC112268061	0.612	1.364
64115	VSIR	V-set immunoregulatory receptor	-0.391	2.161
9469	CHST3	carbohydrate sulfotransferase 3	-1.084	4.72
9806	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	-0.632	1.582
51008	ASCC1	activating signal cointegrator 1 complex subunit 1	-0.39	7.152
54541	DDIT4	DNA damage inducible transcript 4	-1.385	10.631
10367	MICU1	mitochondrial calcium uptake 1	0.154	1.58
170392	OIT3	oncoprotein induced transcript 3	-0.915	2.099
84647	PLA2G12B	phospholipase A2 group XIIB	1.061	1.414
5033	P4HA1	prolyl 4-hydroxylase subunit alpha 1	-0.743	9
51021	MRPS16	mitochondrial ribosomal protein S16	0.563	3.449
118491	CFAP70	cilia and flagella associated protein 70	0.375	2.964
5532	PPP3CB	protein phosphatase 3 catalytic subunit beta	-0.255	3.264
101929145	PPP3CB-AS1	PPP3CB antisense RNA 1 (head to head)	0.306	2.699
159195	USP54	ubiquitin specific peptidase 54	0.548	3.791
113939925	BMS1P4-AGAP5	BMS1P4-AGAP5 readthrough	-0.234	1.691
729096	BMS1P4	BMS1 pseudogene 4	-0.343	1.876
2749	GLUD1P3	glutamate dehydrogenase 1 pseudogene 3	-0.687	3.44
170384	FUT11	fucosyltransferase 11	-0.834	5.938
118487	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1	0.394	1.571
23053	ZSWIM8	zinc finger SWIM-type containing 8	-0.275	2.896
100507331	ZSWIM8-AS1	ZSWIM8 antisense RNA 1	-0.199	1.661
8509	NDST2	N-deacetylase and N-sulfotransferase 2	-0.294	1.989
818	CAMK2G	calcium/calmodulin dependent protein kinase II gamma	0.278	2.69
5328	PLAU	plasminogen activator, urokinase	-2.42	19.631
414236	C10orf55	chromosome 10 putative open reading frame 55	-2.351	18.279
7414	VCL	vinculin	-0.326	1.577
142891	SAMD8	sterile alpha motif domain containing 8	-0.652	4.861
7417	VDAC2	voltage dependent anion channel 2	0.456	2.871
118881	COMTD1	catechol-O-methyltransferase domain containing 1	0.987	3.221
84858	ZNF503	zinc finger protein 503	-0.584	2.486
253264	ZNF503-AS1	ZNF503 antisense RNA 1	0.635	1.905
101929234	LOC101929234	uncharacterized LOC101929234	1.305	5.122
9231	DLG5	discs large MAGUK scaffold protein 5	-0.274	1.507
6229	RPS24	ribosomal protein S24	0.541	2.705
219654	ZCCHC24	zinc finger CCHC-type containing 24	-0.878	4.058
729262	NUTM2B	NUT family member 2B	0.409	3.73
283008	NUTM2E	NUT family member 2E	0.246	2.178
100288974	BMS1P21	BMS1 pseudogene 21	-0.752	2.618
80195	TMEM254	transmembrane protein 254	0.83	7
219348	PLAC9	placenta associated 9	0.761	2.053
311	ANXA11	annexin A11	0.49	3.976
84293	PRXL2A	peroxiredoxin like 2A	0.572	3.926
27069	GHITM	growth hormone inducible transmembrane protein	0.414	2.235
642934	CERNA2	competing endogenous lncRNA 2 for microRNA let-7b	0.989	2.814
387695	GPR15LG	G protein-coupled receptor 15 ligand	1.658	3.534
92211	CDHR1	cadherin related family member 1	1.726	5.143
340745	LRIT2	leucine rich repeat, Ig-like and transmembrane domains 2	2.104	6.06
54462	CCSER2	coiled-coil serine rich protein 2	-0.514	4.114
2894	GRID1	glutamate ionotropic receptor delta type subunit 1	-1.145	5.494
79812	MMRN2	multimerin 2	-0.816	4.189
10974	ADIRF	adipogenesis regulatory factor	1.008	4.502
119385	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11	0.704	3.089
728118	NUTM2A	NUT family member 2A	0.304	2.207
728130	NUTM2D	NUT family member 2D	0.343	2.107
9060	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	0.717	2.511
100144748	KLLN	killin, p53 regulated DNA replication inhibitor	0.421	2.387
5728	PTEN	phosphatase and tensin homolog	-0.231	2.638
107987150	LOC107987150		-0.949	2.855
101929727	LOC101929727	uncharacterized LOC101929727	0.81	1.845
55328	RNLS	renalase, FAD dependent amine oxidase	0.475	3.329
100302740	FAS-AS1	FAS antisense RNA 1	-1.355	5.861
3988	LIPA	lipase A, lysosomal acid type	-0.668	2.969
3433	IFIT2	interferon induced protein with tetratricopeptide repeats 2	-1.313	5.522
3437	IFIT3	interferon induced protein with tetratricopeptide repeats 3	-1.41	6.986
101926887	LOC101926887	uncharacterized LOC101926887	-1.374	3.094
3434	IFIT1	interferon induced protein with tetratricopeptide repeats 1	-0.599	1.586
107984251	LOC107984251	uncharacterized LOC107984251	-0.638	3.453
24138	IFIT5	interferon induced protein with tetratricopeptide repeats 5	-0.925	6.321
387700	SLC16A12	solute carrier family 16 member 12	-1.682	6.832
53354	PANK1	pantothenate kinase 1	0.872	3.984
9585	KIF20B	kinesin family member 20B	-0.464	1.576
643529	LINC00865	long intergenic non-protein coding RNA 865	0.44	1.618
3363	HTR7	5-hydroxytryptamine receptor 7	1.214	3.429
143279	HECTD2	HECT domain E3 ubiquitin protein ligase 2	-0.568	2.27
5507	PPP1R3C	protein phosphatase 1 regulatory subunit 3C	-0.56	1.336
80351	TNKS2	tankyrase 2	-0.483	2.277
9044	BTAF1	B-TFIID TATA-box binding protein associated factor 1	-0.51	2.518
3416	IDE	insulin degrading enzyme	-0.278	2.155
3087	HHEX	hematopoietically expressed homeobox	-1.278	6.82
54536	EXOC6	exocyst complex component 6	-0.457	4.609
26509	MYOF	myoferlin	-0.707	3.7
55165	CEP55	centrosomal protein 55	-0.604	2.124
118924	FRA10AC1	FRA10A associated CGG repeat 1	0.265	2.047
9211	LGI1	leucine rich glioma inactivated 1	0.827	2.297
159371	SLC35G1	solute carrier family 35 member G1	0.664	2.901
51196	PLCE1	phospholipase C epsilon 1	1.026	6.47
101927049	PLCE1-AS2	PLCE1 antisense RNA 2	1.148	2.645
107984255	LOC107984255	uncharacterized LOC107984255	1.275	3.164
100128054	PLCE1-AS1	PLCE1 antisense RNA 1	0.759	2.126
64318	NOC3L	NOC3 like DNA replication regulator	-0.351	2.917
1559	CYP2C9	cytochrome P450 family 2 subfamily C member 9	1.24	3.133
5832	ALDH18A1	aldehyde dehydrogenase 18 family member A1	0.507	4.081
953	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	-1.121	8.977
728558	ENTPD1-AS1	ENTPD1 antisense RNA 1	-1.283	8.705
387707	CC2D2B	coiled-coil and C2 domain containing 2B	-0.982	5.102
29760	BLNK	B cell linker	0.288	1.309
7093	TLL2	tolloid like 2	-0.549	1.7
118788	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	-0.654	1.694
728658	RPL13AP5	ribosomal protein L13a pseudogene 5	0.697	3.724
102723665	LOC102723665	uncharacterized LOC102723665	0.842	6.984
6585	SLIT1	slit guidance ligand 1	-0.509	1.833
10023	FRAT1	FRAT regulator of WNT signaling pathway 1	0.269	1.822
23401	FRAT2	FRAT regulator of WNT signaling pathway 2	0.867	5.027
5223	PGAM1	phosphoglycerate mutase 1	-0.357	2.62
80019	UBTD1	ubiquitin domain containing 1	-1.522	10.062
118812	MORN4	MORN repeat containing 4	0.329	2.441
55361	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	-0.225	2.125
60370	AVPI1	arginine vasopressin induced 1	1.13	6.778
83742	MARVELD1	MARVEL domain containing 1	0.332	2.143
118813	ZFYVE27	zinc finger FYVE-type containing 27	0.489	5.77
6425	SFRP5	secreted frizzled related protein 5	-1.159	3.129
55118	CRTAC1	cartilage acidic protein 1	-1.684	8.705
84795	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2	0.422	2.855
3257	HPS1	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1	0.372	4.161
2805	GOT1	glutamic-oxaloacetic transaminase 1	0.91	5.354
101927324	LINC01475	long intergenic non-protein coding RNA 1475	-0.558	1.404
57089	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7	-0.652	4.996
1355	COX15	cytochrome c oxidase assembly homolog COX15	0.361	4.244
1244	ABCC2	ATP binding cassette subfamily C member 2	-0.675	3.005
23268	DNMBP	dynamin binding protein	0.503	3.527
1147	CHUK	component of inhibitor of nuclear factor kappa B kinase complex	-0.307	2.215
282991	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2	-0.244	2.058
6319	SCD	stearoyl-CoA desaturase	-1.484	7.863
4714	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	0.587	3.43
55662	HIF1AN	hypoxia inducible factor 1 subunit alpha inhibitor	0.252	2.888
57715	SEMA4G	semaphorin 4G	1.405	5.696
84545	MRPL43	mitochondrial ribosomal protein L43	0.448	3.393
56652	TWNK	twinkle mtDNA helicase	0.337	1.909
81855	SFXN3	sideroflexin 3	-0.719	5.306
107984262	LOC107984262	uncharacterized LOC107984262	0.688	2.631
81621	KAZALD1	Kazal type serine peptidase inhibitor domain 1	1.053	5.045
3195	TLX1	T cell leukemia homeobox 1	1.106	2.33
27343	POLL	DNA polymerase lambda	0.349	2.221
6468	FBXW4	F-box and WD repeat domain containing 4	0.638	6.372
30819	KCNIP2	potassium voltage-gated channel interacting protein 2	0.429	2.524
79591	ARMH3	armadillo like helical domain containing 3	0.25	5.437
79803	HPS6	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3	0.526	2.925
83401	ELOVL3	ELOVL fatty acid elongase 3	-0.952	3.028
4791	NFKB2	nuclear factor kappa B subunit 2	-0.482	1.717
79176	FBXL15	F-box and leucine rich repeat protein 15	0.821	3.756
100505761	C10orf95-AS1	C10orf95 antisense RNA 1	1.083	6.162
79946	C10orf95	chromosome 10 open reading frame 95	0.546	2.177
79847	MFSD13A	major facilitator superfamily domain containing 13A	0.325	1.852
81603	TRIM8	tripartite motif containing 8	-0.384	4.935
105378460	LOC105378460	uncharacterized LOC105378460	-0.57	4.275
54805	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2	0.457	6.182
84108	PCGF6	polycomb group ring finger 6	-0.399	5.128
84833	ATP5MK	ATP synthase membrane subunit k	0.704	3.422
100302174	MIR1307	microRNA 1307	0.809	2.017
51063	CALHM2	calcium homeostasis modulator family member 2	-0.887	5.675
9148	NEURL1	neuralized E3 ubiquitin protein ligase 1	1.005	3.736
9644	SH3PXD2A	SH3 and PX domains 2A	-0.302	1.906
100505839	SH3PXD2A-AS1	SH3PXD2A antisense RNA 1	-1.179	5.916
102724351	LOC102724351	uncharacterized LOC102724351	0.877	3.89
1308	COL17A1	collagen type XVII alpha 1 chain	1.405	4.624
100126326	MIR936	microRNA 936	1.143	2.753
119392	SFR1	SWI5 dependent homologous recombination repair protein 1	-0.309	2.492
119391	GSTO2	glutathione S-transferase omega 2	0.851	5.36
85450	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein	-1.591	8.253
159686	CFAP58	cilia and flagella associated protein 58	-0.69	2.092
7511	XPNPEP1	X-prolyl aminopeptidase 1	0.315	2.575
100505933	ADD3-AS1	ADD3 antisense RNA 1	0.449	3.529
120	ADD3	adducin 3	0.377	2.452
105378479	LOC105378479	uncharacterized LOC105378479	0.961	2.463
4601	MXI1	MAX interactor 1, dimerization protein	0.396	2.24
10285	SMNDC1	survival motor neuron domain containing 1	-0.389	4.199
1847	DUSP5	dual specificity phosphatase 5	-0.894	2.906
9126	SMC3	structural maintenance of chromosomes 3	-0.268	1.374
282996	RBM20	RNA binding motif protein 20	0.437	1.489
282997	PDCD4-AS1	PDCD4 antisense RNA 1	0.318	1.826
27250	PDCD4	programmed cell death 4	0.841	11.22
100616113	MIR4680	microRNA 4680	0.956	9.922
92482	BBIP1	BBSome interacting protein 1	0.44	4.39
8036	SHOC2	SHOC2 leucine rich repeat scaffold protein	-0.375	2.877
644511	RPL13AP6	ribosomal protein L13a pseudogene 6	0.61	2.064
51703	ACSL5	acyl-CoA synthetase long chain family member 5	0.843	5.194
64429	ZDHHC6	zinc finger DHHC-type palmitoyltransferase 6	0.239	2.587
6934	TCF7L2	transcription factor 7 like 2	0.328	1.759
4892	NRAP	nebulin related anchoring protein	0.991	1.604
79949	PLEKHS1	pleckstrin homology domain containing S1	-0.7	1.502
56165	TDRD1	tudor domain containing 1	0.933	1.506
84632	AFAP1L2	actin filament associated protein 1 like 2	-0.674	4.776
57700	FHIP2A	FHF complex subunit HOOK interacting protein 2A	-0.72	5.789
5407	PNLIPRP1	pancreatic lipase related protein 1	1.926	6.866
5408	PNLIPRP2	pancreatic lipase related protein 2 (gene/pseudogene)	2.039	5.737
105378499	HSPA12A-AS1	HSPA12A antisense RNA 1	-0.595	1.942
259217	HSPA12A	heat shock protein family A (Hsp70) member 12A	-0.84	3.574
387712	ENO4	enolase 4	0.727	4.885
57698	SHTN1	shootin 1	0.427	1.504
6571	SLC18A2	solute carrier family 18 member A2	0.406	1.764
22841	RAB11FIP2	RAB11 family interacting protein 2	-0.475	2.409
255082	CASC2	cancer susceptibility 2	0.395	2.315
340719	NANOS1	nanos C2HC-type zinc finger 1	-0.488	1.818
119559	SFXN4	sideroflexin 4	0.628	3.451
2869	GRK5	G protein-coupled receptor kinase 5	-0.929	4.952
101927868	GRK5-IT1	GRK5 intronic transcript 1	-1.06	4.231
105378511	LOC105378511	uncharacterized LOC105378511	-0.664	1.475
105378512	LOC105378512	uncharacterized LOC105378512	-0.392	1.99
22876	INPP5F	inositol polyphosphate-5-phosphatase F	-0.227	1.819
79892	MCMBP	minichromosome maintenance complex binding protein	-0.346	3.293
105378520	LOC105378520	uncharacterized LOC105378520	2.631	10.101
2263	FGFR2	fibroblast growth factor receptor 2	1.37	8.731
54780	NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component	0.295	3.523
10579	TACC2	transforming acidic coiled-coil containing protein 2	0.71	5.39
59338	PLEKHA1	pleckstrin homology domain containing A1	-0.408	2.27
5654	HTRA1	HtrA serine peptidase 1	-1.16	6.099
105378526	LOC105378526		-1.698	6.472
1755	DMBT1	deleted in malignant brain tumors 1	-1.153	1.526
196792	FAM24B	family with sequence similarity 24 member B	0.455	2.508
118672	PSTK	phosphoseryl-tRNA kinase	0.358	1.896
64376	IKZF5	IKAROS family zinc finger 5	-0.356	1.651
36	ACADSB	acyl-CoA dehydrogenase short/branched chain	0.615	4.653
340784	HMX3	H6 family homeobox 3	1.343	5.96
119587	CPXM2	carboxypeptidase X, M14 family member 2	-0.837	2.648
107984128	LOC107984128	uncharacterized LOC107984128	-1.393	6.255
51363	CHST15	carbohydrate sulfotransferase 15	-1.469	8.842
105378536	LOC105378536	uncharacterized LOC105378536	-2.852	11.736
64077	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	0.694	5.566
105378539	LOC105378539		0.575	5.133
9679	FAM53B	family with sequence similarity 53 member B	0.268	2.035
399818	EEF1AKMT2	EEF1A lysine methyltransferase 2	0.178	1.879
54764	ZRANB1	zinc finger RANBP2-type containing 1	-0.331	2.956
283038	LOC283038	uncharacterized LOC283038	0.765	3.729
399821	EDRF1-DT	EDRF1 divergent transcript	0.674	4.261
55760	DHX32	DEAH-box helicase 32 (putative)	0.491	3.82
92565	FANK1	fibronectin type III and ankyrin repeat domains 1	0.678	4.159
8038	ADAM12	ADAM metallopeptidase domain 12	-2.975	22.075
119467	CLRN3	clarin 3	1.204	3.15
5791	PTPRE	protein tyrosine phosphatase receptor type E	-0.887	5.107
105378553	AS-PTPRE	lncRNA antisense to PTPRE protein-coding gene	-1.151	3.54
4255	MGMT	O-6-methylguanine-DNA methyltransferase	0.475	1.64
253738	EBF3	EBF transcription factor 3	-2.454	14.758
387723	C10orf143	chromosome 10 open reading frame 143	0.568	6.845
102724883	LOC102724883	uncharacterized LOC102724883	0.62	2.324
664	BNIP3	BCL2 interacting protein 3	-1.05	11.897
10570	DPYSL4	dihydropyrimidinase like 4	-1.499	6.694
80313	LRRC27	leucine rich repeat containing 27	0.286	1.719
170394	PWWP2B	PWWP domain containing 2B	1.19	6.056
105378568	LOC105378568	uncharacterized LOC105378568	1.01	2.054
170393	LINC02870	long intergenic non-protein coding RNA 2870	0.787	2.228
105378570	LOC105378570		1.061	2.609
105378569	LOC105378569	uncharacterized LOC105378569	1.531	4.573
84504	NKX6-2	NK6 homeobox 2	0.462	3.06
101	ADAM8	ADAM metallopeptidase domain 8	-0.84	3.008
10844	TUBGCP2	tubulin gamma complex associated protein 2	0.329	2.165
118471	PRAP1	proline rich acidic protein 1	1.803	4.578
1892	ECHS1	enoyl-CoA hydratase, short chain 1	0.987	5.098
100133161	LINC01001	long intergenic non-protein coding RNA 1001	-0.571	3.798
112268070	LOC112268070	uncharacterized LOC112268070	-0.772	3.424
388572	LOC388572	replaced by ID 112268070	-0.962	4.677
101930129	LOC101930129	uncharacterized LOC101930129	-0.502	2.314
60626	RIC8A	RIC8 guanine nucleotide exchange factor A	-0.135	1.351
23410	SIRT3	sirtuin 3	0.339	3.165
10581	IFITM2	interferon induced transmembrane protein 2	-1.483	11.297
8519	IFITM1	interferon induced transmembrane protein 1	-0.964	8.389
10410	IFITM3	interferon induced transmembrane protein 3	-1.348	10.52
105376504	LOC105376504		-0.992	2.927
105376505	LOC105376505	uncharacterized LOC105376505	-1.397	5.239
11187	PKP3	plakophilin 3	0.946	2.208
59307	SIGIRR	single Ig and TIR domain containing	0.678	3.628
338440	ANO9	anoctamin 9	1.147	7.18
105376506	LOC105376506	uncharacterized LOC105376506	0.654	2.894
101059906	LOC101059906		-0.45	2.081
256329	LMNTD2	lamin tail domain containing 2	0.713	3.664
692247	LMNTD2-AS1	LMNTD2 antisense RNA 1	0.575	3.234
8045	RASSF7	Ras association domain family member 7	1.164	4.055
100506211	MIR210HG	MIR210 host gene	0.622	1.47
3665	IRF7	interferon regulatory factor 7	-0.395	2.009
53841	CDHR5	cadherin related family member 5	1.816	6.167
6343	SCT	secretin	0.846	2.661
1815	DRD4	dopamine receptor D4	0.611	1.723
283232	TMEM80	transmembrane protein 80	0.592	6.502
64787	EPS8L2	EPS8 like 2	0.946	3.317
347862	GATD1	glutamine amidotransferase class 1 domain containing 1	0.52	3.07
171391	GATD1-DT	GATD1 divergent transcript	0.818	3.315
101927423	PANO1	proapoptotic nucleolar protein 1	-0.375	2.649
55367	PIDD1	p53-induced death domain protein 1	0.504	2.754
6181	RPLP2	ribosomal protein lateral stalk subunit P2	0.806	3.096
619565	SNORA52	small nucleolar RNA, H/ACA box 52	0.475	2.1
57104	PNPLA2	patatin like phospholipase domain containing 2	0.337	1.496
283229	CRACR2B	calcium release activated channel regulator 2B	0.984	3.707
977	CD151	CD151 molecule (Raph blood group)	0.396	1.598
7106	TSPAN4	tetraspanin 4	-0.521	2.009
161	AP2A2	adaptor related protein complex 2 subunit alpha 2	0.353	3.318
101927503	LINC02688	long intergenic non-protein coding RNA 2688	1.038	3.189
4586	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	-1.482	2.384
54472	TOLLIP	toll interacting protein	0.352	2.841
105376512	LOC105376512	replaced by ID 54472	-0.352	1.594
255512	TOLLIP-DT	TOLLIP divergent transcript	0.455	1.647
1850	DUSP8	dual specificity phosphatase 8	0.584	1.514
402778	IFITM10	interferon induced transmembrane protein 10	0.832	3.581
1509	CTSD	cathepsin D	0.737	3.605
90019	SYT8	synaptotagmin 8	0.93	2.197
6150	MRPL23	mitochondrial ribosomal protein L23	0.664	2.38
103344718	HOTS		-2.366	10.347
283120	H19	H19 imprinted maternally expressed transcript	-2.524	11.443
100033819	MIR675	microRNA 675	-2.584	12.083
3481	IGF2	insulin like growth factor 2	-1.047	4.637
